"Cluster","Ndvi_terra","Ndvi_aqua","Tmean","PerUrban","Wpop2015","MeanGCP_2005USD","R0"
1,0.0953871629637567,0.092407853440785,21.6816530257816,0.0194471128016125,13506.2019773333,6016.43236613978,1.11207369739838
2,0.0687075016649059,0.0668569959141904,23.9122273992558,0.0681721528451133,49144.7446426338,6676.58683778615,1.77044081108302
